Facility ID,casemixindex,cases
160047,1.6614,"2,011"
160057,1.6948,"2,148"
160058,2.5739,"8,092"
160064,1.8829,"4,341"
160067,1.6652,"1,419"
160069,1.7709,"3,883"
160079,1.5841,"3,350"
160080,1.5779,"1,116"
160082,1.9802,"9,930"
160083,2.3004,"8,059"
160089,1.4904,761
160101,1.3892,361
160104,1.8136,888
160110,1.9809,"2,497"
160112,1.709,751
160117,1.8537,"1,247"
160122,1.4833,240
160124,1.4069,571
160146,1.888,"1,979"
160147,1.5007,437
160153,2.1235,"2,660"
170006,1.7693,888
170009,1.3809,599
170012,1.9424,"3,005"
170013,2.0039,"2,403"
170014,1.5303,475
170016,1.8004,"2,795"
170017,1.4767,305
170020,1.8819,"1,838"
170023,1.6938,970
170027,1.6577,642
170040,2.5369,"11,097"
170049,1.7559,"3,244"
170068,1.8445,799
170074,1.5157,327
170075,1.1178,138
170086,2.0131,"7,967"
170103,1.6953,"1,048"
170104,1.8763,"4,216"
170105,1.4879,318
170109,1.3528,176
170110,1.153,117
170120,1.717,661
170122,2.1139,"9,014"
170123,2.1614,"8,002"
170137,1.6247,"2,178"
170142,1.7913,"1,333"
170145,1.5942,523
170146,1.8787,"1,906"
170150,1.4297,264
170166,1.1118,90
170175,1.705,501
170176,1.9854,"3,009"
170182,1.8907,"3,016"
170183,2.0004,882
170185,1.5576,"2,368"
170186,2.6938,"1,103"
170187,1.9463,451
170188,2.1225,545
170190,2.0727,253
170191,1.543,544
170194,5.3837,97
170196,3.2939,728
170197,2.2347,"1,169"
170198,1.9015,168
170199,1.991,28
170200,1.5688,988
170203,3.9762,313
170204,1.6108,493
180001,1.6283,"1,862"
180002,1.3457,846
180004,1.3452,519
180005,1.7265,985
180009,1.8979,"5,574"
180010,2.4934,"3,166"
180011,2.0059,"1,468"
180012,1.6817,"3,848"
180013,2.0963,"3,711"
180016,1.7424,147
180017,1.6811,"1,585"
180018,1.6382,"1,196"
180019,1.7276,610
180020,1.5961,387
180024,1.7369,340
180025,1.7637,558
180027,1.5536,"1,272"
180029,1.9767,"2,340"
180035,1.8799,"7,013"
180038,1.8185,"4,323"
180040,2.2103,"4,849"
180043,1.6251,338
180044,2.2346,"3,580"
180045,1.5981,"2,347"
180046,1.3751,187
180048,1.8244,"2,111"
180049,1.7067,871
180050,1.4118,"1,029"
180051,1.5734,"1,275"
180056,1.4186,978
180064,1.6912,413
180066,1.3842,203
180067,2.4789,"6,498"
180069,1.3978,742
180070,1.4175,569
180078,1.5144,542
180079,1.7224,410
180080,1.7634,"1,783"
180087,1.4787,714
180088,2.1463,"13,964"
180092,1.5827,934
180093,1.8299,"1,764"
180095,1.0909,166
180101,1.683,367
180102,1.8235,"3,728"
180103,2.0828,"5,189"
180104,1.9458,"3,241"
180105,1.0553,460
180106,1.1552,129
180115,1.2752,410
180116,1.6753,"1,177"
180124,1.7128,"1,794"
180127,1.6741,"1,356"
180128,1.4326,536
180130,1.9811,"8,537"
180132,1.8283,"2,290"
180138,1.6427,366
180139,1.3158,524
180141,2.1902,"2,783"
180143,1.9526,983
180149,0.9452,62
180154,1.2299,247
190002,2.0694,"6,404"
190004,1.7236,"1,721"
190005,2.1765,"1,564"
190006,1.6684,563
190007,1.6267,598
190008,2.0013,"2,234"
190011,1.3679,515
190013,1.7289,732
190014,1.4921,388
190015,1.7253,"2,963"
190017,2.0556,"1,446"
190019,1.891,"3,658"
190020,1.6573,796
190025,1.5047,191
190026,2.052,"4,385"
190027,2.1334,"2,102"
190034,1.6329,483
190036,2.2135,"6,756"
190039,1.8155,"1,681"
190040,1.7233,"1,962"
190041,1.9086,"3,112"
190044,1.6541,721
190045,1.878,"2,695"
190046,1.8708,"1,611"
190050,1.4621,489
190053,1.3608,822
190054,1.9579,"1,303"
190060,2.0332,"2,698"
190064,2.0967,"6,422"
190065,2.0895,"3,483"
190079,1.4654,129
190081,1.1339,213
190086,1.529,"1,091"
190088,1.302,271
190090,1.1167,320
190098,2.2492,"2,717"
190099,1.3899,290
190102,2.0777,"4,602"
190106,1.4477,168
190111,1.816,"10,792"
190114,1.3182,366
190116,1.3708,290
190118,1.2708,166
190125,1.9997,"3,532"
190128,1.6965,101
190133,1.2352,120
190140,1.1885,231
190144,1.606,777
190145,1.0371,193
190146,1.744,"2,536"
190151,1.2099,219
190160,1.7153,"3,739"
190164,1.5694,758
190167,1.462,676
190176,2.1431,"3,366"
190183,1.7329,357
190184,1.0869,250
190190,0.9735,91
190201,1.5719,108
190202,2.0426,"1,214"
190204,1.8194,937
190208,0.8295,122
190218,1.1087,204
190241,3.5333,62
190245,1.6336,45
190251,2.5831,98
190255,2.0397,44
190256,3.0902,91
190259,2.8263,172
190266,4.0054,281
190267,3.6462,221
190270,2.4231,183
190274,1.8331,970
190278,4.0396,291
190298,2.3505,243
190300,1.706,70
190302,2.0304,24
190303,3.3394,160
190308,1.4921,299
190312,1.5398,395
190313,1.4741,256
190314,1.6249,12
190315,1.39,91
190316,1.453,549
190317,1.1392,42
190318,1.4272,459
200001,1.5291,"1,179"
200008,1.7016,695
200009,2.3451,"6,851"
200018,1.4618,565
200019,1.526,"2,073"
200020,1.5381,"1,040"
200021,1.4881,"1,238"
200024,2.1227,"2,012"
200031,1.3735,415
200033,2.0297,"5,509"
200034,1.7193,705
200037,1.3711,421
200039,1.5171,"2,320"
200041,1.4213,228
200050,1.4671,580
200052,1.302,371
200063,1.4704,866
210001,1.5834,"6,202"
210002,3.1443,"6,936"
210003,1.9659,"3,317"
210004,1.9361,"3,602"
210005,1.5886,"5,977"
210006,1.3716,"1,723"
210008,2.3115,"2,830"
210009,2.4287,"9,925"
210011,1.7422,"3,847"
210012,1.9275,"5,805"
210013,1.2036,39
210015,1.5983,"7,203"
210016,2.0448,"4,230"
210017,1.5457,714
210018,1.588,"2,511"
210019,1.884,"7,168"
210022,1.894,"5,784"
210023,1.6261,"9,247"
210024,2.197,"4,857"
210027,1.7677,"4,843"
210028,1.457,"3,008"
210029,1.6744,"5,760"
210030,1.4337,315
210032,1.5845,"2,130"
210033,1.5697,"4,167"
210034,1.4685,"2,110"
210035,1.6688,"2,652"
210037,1.6543,"2,819"
210038,1.5994,"1,436"
210039,1.5697,"2,458"
210040,1.6014,"3,181"
210043,1.8725,"5,795"
210044,1.6225,"4,066"
210048,1.5113,"5,507"
210049,1.6822,"5,205"
210051,1.6208,"4,010"
210056,1.5786,"4,313"
210057,1.6833,"4,933"
210058,1.3543,686
210060,1.4565,825
210061,1.6437,"1,512"
210062,1.7018,"3,794"
210063,2.0037,"5,728"
210064,1.3898,806
210065,1.656,"1,308"
210068,1.4266,211
220001,1.4902,"2,216"
220002,1.5937,"3,395"
220008,1.3886,"3,230"
220010,1.5076,"2,931"
220011,1.4685,"1,438"
220012,1.8913,"7,944"
220015,1.4953,"2,323"
220016,1.2253,"1,705"
220017,1.5363,"1,009"
220019,1.3058,"1,373"
220020,1.5967,"3,904"
220024,1.4592,"1,506"
220029,1.4566,"2,036"
220030,1.3323,"1,468"
220031,2.1144,"4,081"
220033,1.4271,"5,798"
220035,1.5259,"6,018"
220036,2.4098,"3,409"
220046,1.654,"5,060"
220049,1.412,"1,282"
220052,1.4744,"2,727"
220060,1.5615,"5,392"
220062,1.0803,"2,182"
220063,1.5644,"5,643"
220065,1.2643,"1,034"
220066,1.675,"2,434"
220070,1.5176,"3,119"
220071,2.4955,"16,336"
220073,1.4939,"2,683"
220074,1.7158,"11,398"
220075,1.8864,360
220077,1.9031,"12,490"
220080,1.53,"4,234"
220083,1.3424,"2,080"
220084,1.5486,"2,077"
220086,2.3102,"10,277"
220088,2.3838,"2,631"
220090,1.4642,"3,766"
220095,1.4552,"1,137"
220098,1.4071,666
220100,1.5292,"11,598"
220101,1.5965,"5,602"
220105,1.367,"3,888"
220108,1.4998,"2,803"
220110,2.6282,"13,416"
220111,1.5812,"5,330"
220116,2.4307,"4,449"
220119,1.526,"3,314"
220135,1.5645,"2,957"
220163,2.0974,"10,565"
220171,2.0531,"9,215"
220175,1.5426,"2,737"
220176,1.7476,"3,402"
220177,1.0771,199
230002,1.5879,"5,134"
230003,1.5624,318
230005,1.6351,976
230013,1.2638,29
230015,1.477,311
230017,2.0726,"4,943"
230019,1.9382,"7,813"
230020,2.0619,"5,844"
230021,1.8945,"3,564"
230022,1.3864,672
230024,1.9136,"2,659"
230029,1.8828,"5,047"
230030,1.581,951
230031,1.6891,"1,180"
230035,1.4387,587
230036,1.6574,"1,389"
230037,1.5751,416
230038,2.3259,"9,475"
230041,1.9099,"4,467"
230046,2.4713,"10,169"
230047,1.7416,"5,746"
230053,2.407,"6,583"
230054,2.1445,"2,680"
230055,1.5749,645
230058,1.4557,644
230059,1.8109,"2,924"
230066,2.1023,"3,864"
230069,1.4908,968
230070,1.9585,"6,113"
230071,1.3682,169
230072,1.5015,"1,357"
230075,1.6869,"2,151"
230077,2.0849,"2,878"
230078,2.2446,10
230080,1.7236,579
230081,1.6015,960
230085,1.2444,142
230089,1.6083,"2,963"
230092,1.9366,"4,565"
230093,1.3672,510
230095,1.5385,595
230096,1.1297,206
230097,2.0117,"6,069"
230099,1.5874,"1,592"
230100,1.4177,434
230104,2.0571,"2,268"
230105,1.9125,"3,059"
230108,1.5815,285
230110,1.4697,617
230117,2.1821,"3,746"
230121,1.6586,980
230130,2.014,"12,804"
230132,1.8365,"2,260"
230133,1.3137,495
230141,1.9806,"4,536"
230142,1.697,"1,331"
230144,1.6123,35
230146,1.7247,"3,671"
230151,1.6521,"3,492"
230156,1.8903,"8,274"
230165,2.1215,"5,343"
230167,1.831,"2,372"
230174,1.4225,197
230176,1.5907,"2,989"
230180,1.4537,263
230193,1.7872,"1,494"
230195,1.8508,"5,961"
230197,1.8808,"4,162"
230207,1.9005,942
230208,1.3247,190
230216,1.741,"3,208"
230217,1.6295,730
230222,2.1001,"4,240"
230227,1.9039,"3,582"
230230,1.8879,"5,787"
230236,2.2677,"1,629"
230239,1.4701,618
230241,1.5458,270
230244,1.8929,"1,913"
230254,1.8233,"2,823"
230259,1.437,"1,041"
230264,2.8753,19
230269,1.7577,"10,229"
230270,1.5796,"1,631"
230273,2.2197,"2,098"
230275,0.7858,35
230277,1.7891,"1,691"
230279,1.3796,179
230297,2.6577,570
230301,2.0672,197
230302,1.6834,"3,418"
230303,1.4886,379
240001,2.114,"3,838"
240002,2.2026,"5,740"
240004,2.0438,"2,923"
240006,1.4815,284
240010,2.5632,"18,449"
240014,1.474,368
240018,1.4479,564
240019,1.5389,912
240020,1.4262,517
240022,1.4552,305
240030,1.9112,884
240036,2.3203,"6,989"
240038,2.2494,"4,697"
240040,1.4007,697
240043,1.3405,"1,215"
240044,1.3101,428
240047,1.9873,"4,089"
240050,1.5161,660
240052,1.6348,561
240053,1.8111,"6,180"
240056,1.615,"1,639"
240057,2.5452,"7,908"
240059,1.5173,357
240063,2.4194,719
240064,1.484,681
240066,1.4727,"1,233"
240069,1.4102,500
240071,1.4507,375
240075,1.606,"1,263"
240076,1.6263,427
240078,2.121,"4,191"
240080,2.7072,"4,846"
240084,1.5368,536
240088,1.6173,718
240093,1.8162,"2,949"
240100,1.7438,"1,642"
240101,1.4317,541
240104,1.7309,981
240106,2.1268,"6,433"
240115,1.97,"6,286"
240141,1.4786,385
240166,1.3083,404
240187,1.416,513
240206,0.9814,49
240207,1.7216,"2,349"
240210,1.8547,"2,386"
240213,1.7364,"1,231"
240214,1.7142,850
250001,2.3514,"5,864"
250002,1.1389,460
250004,2.1548,"9,015"
250006,1.5993,965
250007,1.7391,758
250009,1.702,"3,436"
250012,0.9915,160
250017,0.974,6
250018,0.9083,5
250019,1.7993,"5,198"
250020,1.1682,456
250025,1.388,755
250027,1.1671,264
250031,1.909,"1,658"
250034,1.8609,"5,267"
250036,1.6014,261
250038,1.7783,331
250040,1.9321,"4,774"
250042,1.5601,354
250043,1.3222,379
250044,1.5395,397
250048,1.9038,"7,737"
250049,1.0388,69
250050,1.8642,576
250057,1.8574,840
250058,1.5015,"2,226"
250060,0.9616,33
250061,0.8569,192
250067,1.4617,409
250069,1.8273,"1,760"
250072,2.6771,"1,239"
250077,1.3355,417
250078,2.1747,"7,112"
250082,1.6813,"1,868"
250084,1.6997,995
250085,1.3479,202
250093,1.7512,811
250094,1.8343,"2,121"
250095,1.2712,235
250096,1.8033,497
250097,1.9169,"1,295"
250099,1.7766,"1,254"
250100,2,"3,302"
250102,2.027,"7,127"
250104,1.9634,"2,979"
250117,1.7205,511
250123,1.7413,716
250124,1.2344,303
250127,0.9672,29
250128,1.3243,362
250134,1.1061,106
250136,1.4152,24
250138,2.2054,841
250141,1.9168,"5,599"
250151,1.0362,304
250152,0.7911,1
250162,1.6754,178
250167,1.7781,"1,296"
250168,1.5633,731
260001,1.8692,"3,179"
260005,1.787,"1,991"
260006,1.9496,"5,560"
260009,1.5662,"1,377"
260011,1.8111,"1,589"
260017,1.5875,"2,228"
260020,2.0084,"7,550"
260022,1.7331,725
260023,1.6569,"2,466"
260024,1.211,475
260025,1.6534,"1,873"
260027,2.272,"3,528"
260032,2.6222,"13,574"
260034,1.4798,243
260040,2.1379,"6,596"
260047,1.68,"1,597"
260048,1.6937,"1,192"
260050,1.4229,321
260052,1.7638,"1,352"
260057,1.3021,682
260059,1.6289,336
260061,1.1523,195
260062,1.679,"1,913"
260064,1.2881,255
260065,2.1561,"6,906"
260068,2.1474,"4,634"
260070,1.1276,156
260074,1.6931,518
260077,1.8726,"6,942"
260078,1.6872,"1,513"
260081,1.9018,"2,557"
260085,2.0953,"1,798"
260091,1.7956,"2,689"
260094,1.6612,"1,638"
260095,1.7891,"3,807"
260096,2.0278,"5,242"
260097,1.496,648
260102,1.4792,422
260104,2.0305,"4,075"
260105,2.5798,"3,235"
260108,2.0162,"6,287"
260110,2.1253,"3,045"
260113,1.7956,"1,129"
260119,1.7577,"2,638"
260137,1.974,"4,467"
260138,2.5353,"5,950"
260141,2.1793,"5,851"
260142,1.1788,459
260160,1.2503,380
260162,1.8157,830
260163,1.622,"1,339"
260175,1.5247,777
260176,1.9689,564
260177,1.8022,"2,421"
260179,1.934,"4,779"
260180,1.9659,"3,083"
260183,2.0275,"3,251"
260186,1.7637,"1,791"
260190,1.6662,"1,618"
260191,1.5924,"1,716"
260193,1.8185,"1,120"
260195,1.9174,633
260200,1.6468,"2,759"
260209,1.0244,25
260210,1.3958,531
260214,1.3519,"1,191"
260216,1.6738,"3,910"
260219,1.5684,744
270003,1.4665,"1,846"
270004,2.2825,"5,166"
270012,1.8517,"3,519"
270014,2.2767,"3,992"
270017,2.0265,"1,265"
270023,1.8643,957
270032,1.4869,400
270049,2.247,"3,512"
270051,2.067,"2,620"
270057,1.8056,"2,074"
270074,1.2204,70
270086,1.9789,628
270087,2.2307,46
280003,2.2692,"9,551"
280009,2.2094,"1,824"
280013,2.4797,"7,826"
280020,2.0033,"1,834"
280023,1.8611,"1,570"
280032,1.7058,"1,242"
280040,2.1705,"5,136"
280060,2.3372,"3,734"
280061,1.8111,"2,190"
280065,1.7694,"2,234"
280077,1.4932,911
280081,1.9638,"1,482"
280105,1.5351,344
280111,1.4829,637
280125,1.8069,"1,829"
280127,2.0201,143
280128,3.4399,912
280129,2.4585,234
280130,1.8515,"1,723"
280131,2.5421,357
280132,1.3396,"1,893"
280133,5.2829,229
280134,2.2678,"1,532"
280139,1.5941,512
290001,2.1442,"7,687"
290003,2.2585,"6,175"
290005,1.675,"1,556"
290007,2.1385,"3,004"
290008,1.5326,654
290009,2.1664,"3,352"
290012,1.1032,41
290019,1.8393,"3,894"
290021,1.9758,"2,903"
290022,1.8677,"2,167"
290032,1.8551,"1,319"
290039,1.9994,"6,867"
290041,1.7161,"3,792"
290045,2.0741,"5,022"
290046,2.1977,"3,216"
290047,2.0195,"2,764"
290049,1.5624,"1,557"
290053,2.0029,"1,705"
290054,1.7852,"3,251"
290057,1.7611,"3,009"
290058,1.2928,132
300001,2.0043,"4,187"
300003,2.5322,"7,050"
300005,1.5361,"1,268"
300011,1.545,"1,898"
300012,1.6331,"3,724"
300014,1.4153,"1,046"
300017,1.488,"1,656"
300018,1.529,"2,814"
300019,1.554,"1,679"
300020,1.543,"2,660"
300023,1.5637,"1,925"
300029,2.0613,"3,555"
300034,2.1592,"4,553"
310001,2.4506,"9,334"
310002,2.4591,"2,032"
310003,1.675,"1,686"
310005,1.5813,"3,277"
310006,1.9332,"1,295"
310008,1.864,"3,144"
310009,1.7715,"2,540"
310010,1.5991,"4,336"
310011,1.4547,"2,601"
310012,1.99,"6,815"
310014,2.1976,"7,372"
310015,2.3002,"12,492"
310016,1.6397,"1,074"
310017,1.6378,"3,445"
310019,2.1437,"4,084"
310021,1.9526,651
310022,1.5268,"8,582"
310024,1.7173,"1,608"
310025,1.6423,"1,606"
310027,1.8429,"1,240"
310028,1.5155,"3,225"
310029,2.4272,"3,515"
310031,2.8965,"1,540"
310032,1.6654,"4,635"
310034,1.6975,"4,702"
310038,2.3748,"7,891"
310039,1.5972,"3,214"
310040,1.6046,716
310041,1.6184,"8,531"
310044,1.7259,"2,049"
310045,1.9698,"4,882"
310047,1.4958,"3,123"
310048,1.5767,"4,866"
310050,1.6766,"3,891"
310051,1.8497,"5,653"
310052,1.6273,"6,476"
310054,1.6567,"2,948"
310057,1.5571,"3,741"
310058,1.2134,351
310060,1.6043,"1,875"
310061,1.412,"1,297"
310064,1.8625,"7,406"
310069,1.618,"4,347"
310070,1.6853,"2,945"
310073,2.2766,"10,200"
310074,1.8899,"2,118"
310075,1.7437,"2,860"
310076,2.1011,"6,267"
310083,1.7543,802
310084,1.7071,"1,872"
310086,1.6312,"8,866"
310091,1.4131,"1,036"
310092,1.9999,"1,577"
310096,2.0556,"1,100"
310108,1.9587,"4,958"
310110,1.5866,"2,448"
310111,1.5703,"4,370"
310112,1.6878,"2,982"
310113,1.541,"3,164"
310115,1.4949,"1,660"
310118,1.7998,588
310119,2.1342,"1,600"
310130,1.7031,"1,366"
320001,2.414,"3,507"
320002,1.853,"2,792"
320003,1.3753,228
320004,1.6554,"1,062"
320005,1.8846,"2,994"
320006,1.7132,"1,173"
320009,2.5108,"3,769"
320011,1.4931,331
320017,1.6028,603
320018,1.85,"2,029"
320021,2.0133,"7,875"
320022,1.5485,849
320030,1.6601,374
320033,1.3396,207
320038,1.7327,506
320059,1.4179,590
320060,1.212,117
320061,1.2142,564
320062,1.1709,88
320063,1.974,423
320065,1.611,376
320067,1.1158,74
320074,1.5925,606
320084,1.3104,146
320085,2.1179,"2,349"
320086,1.6907,345
320089,1.7907,663
320090,1.5614,405
320091,2.3492,41
330004,1.6252,4
330005,2.1467,"7,708"
330006,1.6889,603
330008,1.4037,355
330009,1.7942,"1,575"
330011,1.6406,"2,559"
330013,2.3033,"7,976"
330014,1.8604,"1,887"
330019,1.6451,"3,015"
330023,2.0492,"7,576"
330024,2.73,"11,528"
330027,1.5183,"2,486"
330028,2.1193,"1,772"
330030,1.3888,"1,048"
330033,1.3263,280
330043,2.1186,"6,219"
330044,1.5322,"3,048"
330045,1.7606,"6,522"
330046,2.0886,"6,411"
330047,1.5839,985
330049,1.5199,"1,642"
330055,1.8258,"5,958"
330056,1.8753,"1,665"
330057,1.9522,"6,550"
330058,1.6226,956
330059,2.0799,"11,221"
330065,1.5449,638
330073,1.4901,993
330074,1.6602,"1,119"
330078,1.7698,"1,501"
330079,1.834,746
330080,1.7335,"1,135"
330084,1.2303,369
330085,1.1841,805
330086,1.2457,206
330090,1.5025,"2,315"
330094,1.5784,"1,274"
330096,1.3782,559
330100,2.4418,11
330101,2.3531,"23,512"
330102,1.6455,"1,145"
330103,1.5325,"2,051"
330104,1.7053,"3,178"
330106,2.1373,"13,380"
330107,1.555,"4,355"
330111,1.0369,234
330115,1.5145,662
330119,2.4009,"5,651"
330125,2.1949,"4,708"
330126,1.6691,"6,757"
330127,1.8267,"2,239"
330128,1.707,"1,442"
330135,1.4502,773
330136,2.0155,"3,096"
330140,2.1864,"6,202"
330141,1.8461,"3,588"
330144,1.1469,46
330151,1.3599,288
330153,1.9309,"3,135"
330157,1.4264,"1,895"
330158,1.8382,"4,115"
330160,1.9082,"7,870"
330162,1.7668,"2,637"
330163,1.2285,214
330164,1.6222,"2,955"
330166,1.0624,58
330169,1.8011,"5,132"
330175,1.3914,862
330180,1.6727,"2,279"
330181,1.6591,"1,392"
330182,2.2895,"10,470"
330184,1.6368,"1,853"
330185,1.8301,"3,909"
330188,1.5033,736
330191,1.5706,"2,942"
330193,1.9803,"1,617"
330194,2.2274,"7,609"
330195,1.7852,"11,906"
330196,1.8925,"3,019"
330197,1.3924,"1,338"
330198,1.9321,"6,132"
330199,1.7456,393
330201,1.6255,254
330202,1.7062,"1,482"
330203,1.7495,"4,273"
330204,2.0349,"1,673"
330205,1.6071,610
330208,1.5754,"2,766"
330211,1.3783,675
330214,2.1925,"24,647"
330215,1.6657,751
330218,1.5048,896
330219,1.9772,"2,660"
330221,1.6709,"1,305"
330222,1.5741,"2,769"
330223,1.2913,382
330224,1.4236,"2,264"
330226,1.7395,"2,887"
330229,1.3578,458
330231,1.6071,980
330233,1.8787,"2,689"
330234,2.3253,"5,580"
330235,1.4701,"1,598"
330236,1.9585,"5,633"
330238,1.364,562
330239,1.5089,"1,261"
330240,1.7873,931
330241,1.943,"6,741"
330245,1.9542,"2,560"
330246,1.5688,"1,954"
330250,1.6038,"3,039"
330259,1.6277,"2,189"
330261,1.7257,"2,445"
330264,1.5928,"2,828"
330265,1.3732,458
330267,1.5293,"2,653"
330270,2.5066,"4,788"
330273,1.6695,"1,514"
330276,1.5381,481
330277,1.4809,"1,104"
330279,1.9696,"3,368"
330285,2.4278,"6,584"
330286,2.0312,"6,578"
330304,1.7602,"6,465"
330307,1.5512,"1,796"
330331,1.5855,"3,440"
330332,1.5045,"2,574"
330350,1.8834,"1,168"
330385,1.4918,165
330386,1.5398,"1,169"
330393,1.9197,"13,693"
330394,2.0742,"3,879"
330395,1.8647,"1,513"
330396,1.9799,559
330397,1.7284,166
330399,2.0424,951
330401,1.5057,"4,384"
330406,1.4232,117
330411,2.3293,24
340001,1.8753,"6,043"
340002,2.136,"12,171"
340003,1.3968,"1,287"
340004,1.6712,"2,500"
340008,1.6451,"1,505"
340010,1.7802,"3,127"
340013,1.7521,843
340014,1.9641,"8,761"
340015,1.7812,"2,115"
340016,1.6667,984
340017,1.7295,"2,740"
340020,1.5037,"1,073"
340021,1.5503,"3,314"
340023,1.7797,"1,039"
340024,1.496,758
340027,1.6522,"2,076"
340028,1.7583,"7,701"
340030,2.6288,"10,555"
340032,1.8864,"5,686"
340039,1.5869,"2,251"
340040,2.2328,"10,745"
340041,1.7446,"1,213"
340042,1.6427,"1,607"
340047,2.3947,"7,531"
340049,2.4766,279
340050,1.5455,"2,952"
340051,1.7179,"1,397"
340053,2.3403,"5,170"
340060,1.3731,527
340061,2.4138,"7,166"
340064,1.513,646
340068,1.6767,"1,246"
340069,2.0382,"7,231"
340070,1.7366,"2,350"
340071,1.5217,"1,422"
340073,2.052,"3,449"
340075,1.6557,"1,419"
340084,1.2018,174
340085,1.4835,597
340087,1.4882,511
340090,1.6485,"2,931"
340091,1.9685,"7,943"
340096,1.4972,766
340097,1.4651,918
340098,1.7202,"5,058"
340099,1.6373,"1,089"
340107,1.7852,959
340109,1.7349,"1,843"
340113,2.4368,"10,147"
340114,2.1116,"8,350"
340115,1.9346,"7,329"
340116,1.8589,"2,085"
340119,1.4514,"1,189"
340120,1.4116,845
340123,1.4316,700
340126,1.7408,"2,158"
340127,1.6528,492
340129,1.8309,997
340130,1.605,"2,640"
340131,1.8035,"5,643"
340132,1.632,"1,164"
340133,1.6129,382
340141,2.0672,"11,746"
340142,1.5448,"2,248"
340143,1.9334,"2,042"
340144,1.5331,369
340145,1.4557,"1,394"
340147,1.616,"3,543"
340148,1.8308,190
340151,1.617,"1,527"
340155,1.8388,"3,659"
340156,1.0553,101
340158,1.5893,"1,610"
340159,1.4367,263
340166,1.6215,"1,144"
340168,0.8175,451
340171,1.5557,"2,595"
340173,1.5686,"3,479"
340183,1.513,"1,880"
340184,1.696,"1,382"
340186,1.4743,"1,319"
340187,1.4097,431
340188,1.4289,475
340190,1.3753,668
340193,3.6791,10
350002,2.0011,"2,497"
350006,1.9173,"2,955"
350011,2.1892,"9,368"
350015,2.0597,"4,651"
350019,1.9939,"3,715"
350063,1.0906,192
350070,2.1496,"2,907"
360001,1.7801,"3,030"
360002,1.4217,764
360003,2.2604,"4,566"
360006,2.3397,"11,146"
360008,1.8954,"2,979"
360009,1.8822,"2,297"
360010,1.5773,"1,248"
360011,1.706,"2,524"
360012,1.8974,"2,735"
360013,1.4485,623
360014,1.5788,707
360016,2.0326,"3,170"
360017,2.3092,"3,417"
360020,1.8147,"5,845"
360025,1.6585,"2,351"
360026,1.1655,171
360027,1.9134,"4,820"
360029,1.6161,540
360032,1.4745,519
360035,2.1774,"5,988"
360036,1.5952,"1,307"
360037,1.8912,442
360039,2.0522,"4,067"
360040,1.6626,"1,105"
360041,1.6905,"2,608"
360044,1.3174,663
360046,1.4462,502
360048,2.1972,"1,742"
360051,1.9981,"9,981"
360054,1.6734,"1,302"
360055,1.6404,"1,715"
360056,1.8544,"2,999"
360058,1.3216,868
360059,1.9073,"3,035"
360064,2.0682,"4,516"
360065,1.5406,"1,375"
360066,1.9777,"5,121"
360068,2.2543,"6,992"
360070,1.82,"2,771"
360071,1.6489,319
360072,1.743,"2,702"
360075,1.459,"1,068"
360076,1.806,"2,178"
360077,1.8474,"5,045"
360078,1.6891,"1,405"
360079,2.0939,"5,377"
360080,1.324,250
360081,1.6526,"1,424"
360082,1.5206,"1,213"
360084,1.9918,"3,823"
360085,2.2948,"9,633"
360086,1.8273,"2,805"
360087,1.9969,666
360089,1.3727,922
360090,1.9039,"2,466"
360091,1.5202,"2,456"
360092,1.4857,553
360095,1.6053,"2,540"
360096,1.5708,965
360098,1.7347,"3,190"
360107,1.4824,412
