Facility ID,casemixindex,cases
360109,1.5315,590
360112,2.2088,"3,345"
360118,1.9517,"3,831"
360121,1.4973,550
360123,1.69,"2,286"
360125,1.4738,"1,453"
360131,1.5992,457
360132,1.6905,"1,562"
360133,1.8083,"2,704"
360134,2.044,"3,299"
360137,2.6891,"5,320"
360143,1.5203,"2,043"
360144,1.5085,"1,686"
360145,1.7119,"2,271"
360147,1.8404,"3,682"
360148,1.358,300
360150,1.5791,696
360152,1.7884,"1,824"
360155,1.6905,"4,176"
360156,1.3587,417
360159,1.8294,"3,139"
360161,1.6841,"1,833"
360163,2.4324,"5,481"
360170,1.5657,547
360172,1.7404,"2,142"
360174,1.4896,"1,593"
360175,1.627,570
360179,2.0661,"6,251"
360180,3.055,"13,579"
360185,1.5487,780
360189,1.4907,251
360192,1.7098,"2,001"
360197,1.6454,468
360203,1.5913,829
360210,1.6434,486
360211,1.9462,"2,201"
360218,1.5422,"2,050"
360230,1.7315,"7,253"
360234,1.809,"3,314"
360236,1.6219,"1,718"
360239,1.5255,"1,659"
360245,1.4725,120
360247,0.8186,83
360259,1.5159,730
360262,1.6899,"1,486"
360263,2.3486,335
360266,3.0363,726
360270,1.3511,489
360276,1.6151,"2,918"
360348,1.8326,"1,414"
360351,2.3559,915
360352,2.9155,160
360354,1.6395,"2,733"
360355,2.5746,26
360358,0.9338,24
360359,1.7323,"2,731"
360360,1.595,"2,372"
360361,2.3165,31
360362,2.0801,2
360364,1.4638,"2,570"
360365,1.9424,476
360367,2.3785,212
360368,1.2632,435
370001,2.2936,"5,491"
370002,1.8152,507
370004,1.6614,418
370006,1.7658,734
370008,1.8529,"4,866"
370013,2.0005,"5,477"
370014,1.5542,"2,361"
370015,1.4796,190
370016,1.8025,924
370018,1.9049,"1,681"
370019,1.7604,496
370020,1.7123,"1,347"
370022,1.7856,897
370023,1.5221,"1,520"
370025,1.7213,"3,057"
370026,1.7335,"1,724"
370028,2.3193,"7,604"
370029,1.3705,280
370030,1.2439,198
370034,1.754,"1,264"
370037,2.0325,"5,335"
370039,1.4264,792
370041,2.1402,673
370047,1.8122,"2,069"
370049,1.7438,"1,892"
370054,1.6373,384
370056,1.7872,"3,685"
370057,1.3385,243
370078,1.999,"1,805"
370083,1.1081,218
370089,1.962,"1,652"
370091,2.1658,"11,066"
370093,2.2863,"5,659"
370094,1.6817,"1,791"
370097,1.531,998
370099,1.1714,227
370100,1.0975,461
370106,2.0125,"2,705"
370112,1.2169,251
370113,1.6293,555
370114,2.1797,"7,776"
370139,1.2574,130
370149,1.9287,"1,072"
370153,1.3995,241
370158,1.1371,204
370166,1.3125,510
370170,1.3732,77
370171,1.4516,567
370172,1.1616,180
370173,1.4518,135
370178,1.2147,296
370180,1.5041,578
370183,1.1651,176
370190,2.2484,139
370192,3.9211,41
370199,1.0781,12
370201,2.4179,64
370202,1.841,"2,560"
370203,2.9682,654
370206,4.5191,542
370210,2.3051,"1,280"
370211,1.6403,"1,087"
370212,2.109,152
370214,1.4851,5
370215,2.9077,"3,319"
370216,3.7972,343
370218,1.616,"1,807"
370220,2.4096,125
370222,2.3049,"1,460"
370225,2.008,33
370227,1.3596,303
370228,1.6094,224
370229,1.3138,215
370234,2.62,"1,618"
370235,1.9208,566
370236,1.8057,"1,038"
370237,1.279,448
370240,1.279,108
370243,1.1487,12
380001,1.5516,783
380002,1.5535,"1,752"
380004,2.3746,"5,121"
380005,1.7241,450
380007,2.5703,"2,015"
380009,2.967,"4,465"
380014,1.8632,"2,263"
380017,2.0403,"2,020"
380018,2.2677,"4,235"
380020,2.024,"1,580"
380021,1.8979,750
380022,1.5916,570
380025,1.5639,"1,064"
380027,1.7923,"1,652"
380029,1.4562,202
380033,1.1225,276
380037,1.4362,552
380038,1.5643,657
380040,1.5127,842
380047,2.2536,"5,014"
380050,1.7137,"1,533"
380051,2.0042,"4,425"
380052,1.5863,454
380056,1.4997,218
380060,2.1064,"1,520"
380061,1.984,"3,297"
380071,1.5365,792
380075,1.8889,"1,664"
380082,1.3948,562
380089,1.7021,"1,851"
380090,1.6842,"2,102"
380091,2.0937,774
380102,2.1658,"5,541"
380103,1.6823,338
390001,1.8293,"4,520"
390002,1.3699,800
390003,1.3,436
390004,1.8631,"2,975"
390006,2.1041,"7,141"
390009,1.971,"3,198"
390012,1.545,"2,364"
390013,1.6094,"1,662"
390016,1.55,"1,151"
390025,0.8255,2
390026,1.6212,"2,064"
390027,2.2392,"6,339"
390028,1.9091,"2,633"
390030,1.4749,"1,553"
390032,1.5465,637
390035,1.5431,"1,410"
390036,1.7601,"1,734"
390037,1.8354,"1,043"
390039,1.6912,605
390041,1.522,"1,417"
390042,1.6716,"1,706"
390044,1.7486,"8,494"
390045,1.9473,"3,555"
390046,2.136,"7,620"
390048,1.497,"1,379"
390049,2.1235,"9,510"
390050,2.5627,"4,626"
390052,1.3875,318
390056,1.3524,499
390057,1.7146,"2,460"
390058,1.5457,"1,714"
390062,1.6466,433
390063,2.0968,"5,098"
390065,1.5644,"1,843"
390066,1.7956,"1,793"
390067,2.0445,"9,079"
390068,1.5682,754
390070,1.6963,691
390071,1.3082,245
390072,1.1826,232
390073,1.8134,"4,335"
390076,1.5043,"1,300"
390079,1.9212,"4,245"
390081,1.6686,"1,069"
390086,1.7176,"2,725"
390090,2.2406,"1,112"
390091,1.3925,"1,374"
390093,1.4749,456
390096,1.7841,"1,934"
390097,1.547,"2,358"
390100,1.9326,"8,341"
390101,1.6469,"1,734"
390102,1.5687,"2,203"
390104,1.4071,128
390107,1.7528,"3,733"
390110,1.8597,"2,643"
390111,2.9225,"7,855"
390112,1.3974,281
390113,1.6484,"1,581"
390114,1.8041,"1,072"
390115,1.8439,"5,987"
390116,1.8418,582
390117,1.3964,399
390119,1.7188,"1,456"
390123,1.4703,"2,310"
390125,1.315,"1,160"
390127,1.7347,"1,991"
390133,1.9452,"17,097"
390137,1.6925,"3,983"
390138,1.3805,776
390139,1.7824,"4,517"
390142,1.9728,"3,552"
390145,2.0017,"2,193"
390146,1.3573,790
390147,1.6283,"1,080"
390150,1.2868,115
390151,1.7425,"3,924"
390153,1.7495,"4,831"
390156,1.7624,"1,775"
390157,1.5258,328
390160,1.4913,334
390162,1.3499,520
390163,1.493,552
390164,2.4392,"10,078"
390168,1.9873,"1,655"
390173,1.5311,"1,077"
390174,2.4801,"9,851"
390178,1.384,702
390179,1.6475,"4,790"
390180,1.9818,"3,214"
390183,1.4396,"1,011"
390184,1.2378,95
390185,1.5237,"1,852"
390192,1.1623,125
390194,1.4211,908
390195,2.3024,"5,619"
390197,1.3598,120
390198,1.3891,379
390199,1.5323,236
390201,1.7301,"2,540"
390203,1.8561,"4,730"
390204,1.6869,"1,892"
390211,1.6411,"1,484"
390217,1.4767,412
390219,1.6966,"1,103"
390220,1.4811,830
390222,1.6929,"3,593"
390223,2.5724,"4,258"
390225,1.7582,"1,390"
390226,2.1645,"3,325"
390228,1.6992,"3,133"
390231,1.8395,"9,430"
390233,1.5842,"1,994"
390236,1.6078,29
390237,1.9572,"3,194"
390256,2.2129,"5,773"
390258,1.736,"5,742"
390265,1.7997,"2,080"
390266,1.4541,313
390267,1.8332,"2,315"
390268,1.771,"2,434"
390270,1.8721,"5,372"
390272,1.4391,169
390278,0.9573,94
390304,1.7625,699
390307,2.0212,154
390312,2.1117,70
390314,1.8734,234
390316,2.2452,263
390321,3.1147,187
390322,2.0379,821
390323,2.06,197
390324,2.1075,646
390325,2.1824,441
390326,1.5006,"3,608"
390327,2.237,153
390328,1.648,"1,587"
390329,1.6894,"3,180"
390330,1.5227,"2,904"
390331,1.0672,41
390332,1.4979,"1,136"
390333,1.2613,103
400001,1.5996,371
400003,1.4554,222
400004,1.278,225
400005,1.3794,97
400006,1.5379,300
400007,1.4792,108
400011,1.3671,195
400012,1.5062,98
400013,1.917,665
400014,1.6171,199
400015,1.4216,167
400016,1.9474,"1,720"
400018,1.4804,513
400019,1.8195,436
400021,1.8176,475
400022,1.8208,395
400032,1.6607,378
400044,1.7453,894
400048,1.3773,375
400061,2.5027,345
400079,1.7029,240
400087,1.5374,621
400098,1.4741,260
400102,1.607,419
400103,1.9653,652
400104,1.4842,641
400105,1.8507,112
400106,1.2712,224
400109,1.7944,556
400110,1.2354,120
400111,1.3945,221
400112,1.4389,483
400113,1.5074,321
400114,1.6608,763
400115,1.9055,124
400117,1.1874,385
400118,1.5115,855
400120,1.9607,570
400122,1.8189,122
400123,1.5635,353
400124,2.2039,273
400125,1.6011,108
400126,1.3477,172
400127,1.1704,13
400128,1.3478,73
400131,1.3394,175
400132,1.4727,353
400133,1.3708,26
400134,0.905,9
400135,1.7743,22
410004,1.5965,"1,123"
410005,1.7602,849
410006,1.4474,"1,209"
410007,2.1276,"7,207"
410008,1.5559,"2,309"
410009,1.5077,"3,238"
410010,1.4065,127
410011,1.6961,"1,273"
410012,1.6357,"4,800"
410013,1.4961,"1,071"
420002,1.9167,"3,532"
420004,2.5491,"8,755"
420005,1.5767,514
420007,1.9108,"8,243"
420009,1.6414,"1,960"
420010,1.762,"1,160"
420011,1.3467,186
420015,1.7133,"1,071"
420018,2.5231,"5,239"
420019,1.6357,216
420020,1.7619,"1,178"
420023,2.0122,"5,368"
420026,2.0841,"2,403"
420027,1.7987,"4,853"
420030,1.6469,950
420033,1.4464,"1,164"
420036,1.5825,"1,280"
420037,1.4873,659
420038,1.5182,891
420043,1.3613,390
420048,1.5757,"1,155"
420049,1.6509,"2,423"
420051,1.9298,"7,921"
420053,1.8448,635
420055,1.4635,755
420057,1.3107,1
420065,1.6843,"2,284"
420066,1.2106,195
420067,1.6396,"2,451"
420068,1.7256,"1,850"
420070,1.6421,"2,279"
420071,1.7867,"3,120"
420072,1.3651,241
420073,2.0462,"8,101"
420078,2.2277,"8,154"
420079,2.0157,"6,194"
420080,1.6458,"2,740"
420082,1.8398,"2,357"
420085,2.0408,"7,569"
420086,1.8441,"2,335"
420087,2.1968,"4,733"
420089,2.2177,"1,039"
420091,1.7742,"3,233"
420098,1.6397,"2,617"
420101,1.5496,915
420102,2.265,153
420103,1.743,877
420104,1.5497,989
420105,1.6682,"3,411"
420106,1.8062,"1,157"
420107,1.5077,715
420108,1.2334,173
420109,1.6085,434
420110,1.4915,750
430005,1.6541,"1,309"
430008,1.4445,456
430012,1.7746,"1,158"
430013,1.5601,692
430014,1.9012,"1,786"
430015,1.5762,765
430016,1.9386,"7,534"
430027,2.1206,"7,502"
430048,1.6559,457
430077,2.0471,"5,888"
430084,0.9482,105
430089,3.3377,317
430090,2.4502,874
430091,2.4319,850
430093,1.4623,14
430095,3.0764,"1,472"
430097,1.4325,546
430098,1.1077,166
440001,1.1867,86
440002,2.1017,"8,845"
440003,1.5977,"1,845"
440006,1.9752,"3,767"
440007,1.3906,293
440008,2.0334,344
440009,1.5736,"1,944"
440010,1.0969,160
440011,1.7741,"2,303"
440012,1.7348,"3,994"
440015,2.0242,"7,546"
440016,1.5655,401
440017,1.9218,"4,269"
440018,1.4587,825
440020,1.4214,413
440029,1.7672,"2,850"
440030,1.6124,"1,601"
440031,1.519,706
440032,1.1478,65
440033,1.6495,279
440034,1.8495,"2,467"
440035,1.6727,"2,766"
440039,2.5302,"11,700"
440040,1.0679,15
440046,1.7972,"1,564"
440048,2.2609,"11,430"
440049,2.1619,"12,841"
440050,1.576,"1,078"
440053,1.6416,"5,179"
440056,1.6445,652
440057,1.6157,345
440058,1.68,725
440059,1.9083,"5,331"
440060,1.6096,211
440061,1.5319,321
440063,1.8942,"4,920"
440065,1.7675,606
440068,1.5094,630
440072,1.8387,"1,038"
440073,1.7761,"3,800"
440081,1.6972,946
440082,2.3461,"10,006"
440084,1.6234,434
440091,2.1722,"7,389"
440102,1.5337,379
440104,2.0859,"6,280"
440109,1.3603,329
440110,1.4933,667
440111,1.7271,117
440120,2.1012,"3,209"
440125,1.9557,"3,532"
440130,1.5286,750
440131,1.4329,373
440132,1.7178,848
440137,1.4513,249
440144,1.5801,871
440148,1.4308,133
440150,1.7376,"3,368"
440151,1.3612,650
440152,2.5777,"1,020"
440153,1.6425,431
440156,1.9496,"4,015"
440161,2.533,"6,346"
440173,2.0731,"5,594"
440175,1.4864,557
440176,1.2994,269
440180,1.298,10
440183,2.2002,"1,936"
440184,1.5565,"1,103"
440185,1.7789,"2,098"
440187,1.4172,521
440192,1.3112,132
440193,1.601,"1,262"
440194,1.8054,"1,791"
440197,1.8174,"1,111"
440200,1.06,86
440218,3.8669,450
440227,1.8938,"1,276"
440228,2.0579,"2,086"
440231,1.0943,6
450002,2.0131,"1,216"
450007,1.7371,"1,617"
450010,1.9305,"4,997"
450011,1.94,"4,632"
450015,2.0638,"2,527"
450018,1.9599,"6,056"
450021,2.4943,"8,543"
450023,1.7202,"1,927"
450024,2.2074,"1,490"
450028,1.9936,"1,588"
450029,2.0531,"2,556"
450032,1.9527,"4,265"
450033,2.0058,"2,775"
450034,1.9576,"3,461"
450035,1.8664,824
450039,2.1174,"2,056"
450040,2.1307,"5,117"
450042,1.9179,"4,145"
450044,2.475,"8,651"
450046,2.2147,"4,426"
450051,2.3588,"2,731"
450054,2.1896,"7,019"
450055,1.5211,286
450056,2.2416,"3,415"
450058,2.072,"8,861"
450064,1.7906,"2,334"
450068,2.8148,"6,376"
450072,1.4658,914
450078,1.011,41
450079,1.7598,"2,232"
450080,1.6749,816
450082,1.5222,336
450083,2.1099,"6,130"
450085,1.5879,259
450087,1.8555,"1,743"
450090,1.5993,534
450092,1.9993,797
450097,2.0326,"1,488"
450099,1.7268,501
450101,1.8494,"2,828"
450102,2.1718,"7,645"
450104,1.5901,"1,342"
450107,2.0581,"2,942"
450108,1.203,273
450119,2.0853,"3,535"
450124,2.3672,"1,615"
450128,1.9522,"1,032"
450132,2.0187,"2,806"
450133,1.9388,"2,367"
450135,2.0848,"8,139"
450137,2.2256,"4,075"
450143,0.9908,42
450144,1.3156,128
450147,1.7682,"2,090"
450148,1.6965,658
450152,1.8575,"1,457"
450154,1.4627,461
450155,1.4295,144
450162,2.1806,83
450163,1.5084,415
450165,1.7143,398
450176,1.9063,"1,323"
450184,2.1299,"11,547"
450187,1.3675,510
450193,2.914,"4,777"
450194,1.9202,299
450196,1.7197,"3,148"
450200,1.7361,"1,960"
450203,1.7532,"1,674"
450209,2.1121,"2,779"
450210,1.2059,255
450211,2.0272,"1,704"
450213,2.1798,"3,908"
450222,1.9052,"2,918"
450229,2.0075,"6,967"
450231,1.971,"6,246"
450235,1.3827,193
450236,1.6996,"1,092"
450237,1.9638,"5,628"
450241,1.7657,112
450253,1.1927,74
450271,1.7704,"1,692"
450272,1.7051,829
450289,2.1096,"1,016"
450292,1.5077,301
450324,1.8513,"6,358"
450330,1.8034,798
450340,1.793,47
450346,1.9118,"2,813"
450347,1.5783,875
450348,1.2901,44
450351,1.5613,403
450352,1.6227,"2,231"
450358,2.5125,"12,221"
450369,1.3803,207
450370,1.3182,337
450372,1.6951,"2,012"
450379,2.0005,465
450388,2.1124,"19,127"
450389,1.463,"1,476"
450395,1.7118,317
450399,1.3484,106
450400,1.744,167
450403,1.7853,"2,887"
450411,1.338,222
450419,1.4736,378
450422,2.7735,139
450424,1.9396,"2,669"
450431,2.5762,"6,880"
450447,1.7333,650
450451,1.1966,107
450460,1.3152,120
450462,2.123,"5,881"
450465,1.6393,481
450469,1.6195,"1,205"
450475,1.2351,360
450484,1.8642,"1,900"
450489,1.2385,160
450498,1.1858,116
450508,1.6776,875
450518,1.6698,"1,463"
450537,2.1166,"3,144"
450539,1.7893,336
450558,1.8672,129
450563,1.8015,"3,789"
450565,1.5827,573
450571,1.7688,"5,303"
450573,1.3302,217
450578,1.0097,106
450584,1.6019,354
450586,1.269,108
450587,1.8258,728
450596,1.9297,879
450597,1.3757,215
450604,1.8749,681
450610,2.1703,"3,560"
450617,1.9447,"5,777"
450634,1.9276,"3,176"
450638,2.1302,"1,617"
450639,1.7998,"2,538"
450641,1.3446,216
450643,2.0161,"1,155"
450644,1.897,"1,544"
450647,2.3881,"5,222"
450651,2.2342,"6,594"
450653,1.5222,417
450654,1.3148,244
450656,1.8356,"1,464"
450658,1.2355,175
450659,3.0638,741
450661,2.0568,972
450662,2.0192,"1,534"
450668,2.3151,"1,632"
450669,1.7143,"1,422"
450670,1.8937,"1,832"
450672,2.3364,"3,420"
450674,1.527,67
450675,2.0289,"3,190"
450677,1.8683,"2,282"
450678,2.0267,852
450684,1.9713,"2,435"
450686,2.2623,"3,508"
450688,1.8985,"1,320"
450690,1.4075,502
450694,1.6591,422
450697,2.0362,884
450698,1.5017,75
450702,2.1514,"2,897"
450709,1.7174,"1,897"
450711,2.0293,"1,853"
450713,2.0466,"4,977"
450718,2.0282,"3,111"
450723,1.8833,"3,286"
450730,1.7828,717
450742,1.7647,"2,111"
450743,1.8572,"2,457"
450747,1.5848,863
450755,1.5048,117
450771,1.8729,"3,479"
450774,2.0351,102
450775,1.982,"6,131"
450779,1.753,"2,678"
450788,1.9094,"3,601"
450801,1.9492,"4,833"
450803,2.3585,206
450804,2.6111,"1,390"
450808,4.3621,94
450809,1.8414,"3,682"
450820,1.9227,"5,218"
450822,1.7777,619
450825,3.0097,42
450827,2.597,421
450828,1.6454,550
450831,3.2243,50
450833,1.5514,165
450834,2.2246,233
450840,1.6627,903
450844,1.9122,"4,557"
450847,1.934,"2,451"
450848,1.8926,"1,616"
450851,3.0645,"1,178"
450853,2.2362,242
450855,2.1211,"1,105"
450856,2.9601,553
450860,2.2515,45
450862,1.9775,"2,496"
450864,2.8903,"1,048"
450865,1.4154,117
450867,1.5501,872
450869,2.3359,"2,585"
450871,2.2631,127
450872,2.1834,139
450874,3.1964,164
450875,2.8117,402
450876,2.4918,794
450877,2.9048,164
450880,3.1201,371
450883,2.3664,135
450885,1.8368,881
450888,2.482,207
450889,2.2095,256
450890,1.8732,"2,935"
450891,2.9438,63
450893,3.3886,389
460001,2.2714,"3,408"
460003,2.2192,545
460004,2.2506,"3,084"
460005,2.06,"1,304"
460006,2.0332,928
460007,1.6747,569
460009,2.5342,"6,172"
460010,2.3634,"5,276"
460011,1.5727,690
460013,2.0363,701
460014,1.5533,341
460015,1.9121,896
460017,1.5792,191
460019,1.5186,343
460021,2.1142,"5,428"
460023,1.6186,675
460026,1.4696,264
460030,1.4307,388
460039,1.5758,57
460041,1.9071,"1,061"
460042,1.9171,801
460043,1.5371,3
460044,1.5376,485
460047,2.1976,"2,770"
460049,2.9472,168
460051,1.8847,"1,359"
460052,2.1945,540
460054,1.9999,88
460057,1.6819,304
460058,1.492,552
460060,1.7316,273
460061,1.7656,417
460062,1.5705,44
470001,1.4019,"1,891"
470003,2.0318,"7,208"
470005,1.4811,"2,566"
470011,1.3427,658
470012,1.366,"1,394"
470024,1.3961,"1,009"
490001,1.3703,335
490002,1.3143,413
490004,1.7798,"4,274"
490005,1.8317,"7,364"
490007,2.8655,"6,976"
490009,2.6718,"7,748"
490011,1.8728,275
490013,1.5623,"1,185"
490017,1.9216,"2,544"
490018,1.716,"3,710"
490019,1.5778,"1,124"
490020,1.6269,"1,585"
490021,1.9899,"9,131"
490022,1.8338,"8,088"
490023,1.6269,"1,177"
490024,2.3531,"8,338"
490032,2.4536,"7,623"
490033,1.3722,756
490037,1.5509,876
490038,1.4779,409
490040,1.7343,"4,130"
490041,1.8021,"1,412"
490042,1.7006,"1,926"
490043,1.602,"4,323"
490044,1.7277,"3,681"
490045,1.8324,"1,526"
490046,1.7594,"5,146"
490048,1.7925,"5,416"
490050,2.0725,"5,249"
490052,1.904,"6,512"
490053,1.6326,"1,912"
490057,1.8846,"5,088"
490059,2.1143,"5,585"
490060,1.6747,840
490063,2.3552,"11,997"
490066,1.6805,"2,880"
490067,1.7027,"3,527"
490069,2.0111,"4,946"
490075,1.7114,"3,754"
490077,1.7803,"3,297"
490084,1.4503,712
490088,1.2473,794
490089,1.3934,439
490090,1.4875,"1,258"
490092,1.4354,506
490093,1.873,"2,437"
490094,1.2482,223
490097,1.3607,252
490098,1.5444,"1,079"
490101,1.7114,"2,583"
490104,0.8229,4
490107,1.9497,"3,320"
490110,1.8005,"1,980"
490111,1.6431,589
490112,2.0241,"10,345"
490113,1.7407,"2,746"
490114,1.4746,680
490115,1.5,638
490116,1.4588,605
490117,1.3541,203
490118,1.9505,"6,261"
490119,1.8511,"3,817"
490120,1.7578,"5,193"
490122,1.7279,"2,279"
490126,1.4589,685
490127,1.2665,270
490130,1.541,"1,294"
490136,1.8056,"2,855"
490140,1.4571,"1,255"
490141,1.6011,"1,659"
490143,1.4053,834
490144,1.6401,931
490145,1.6663,406
500002,1.6909,"2,305"
500003,1.6165,"2,258"
500005,2.3311,"4,807"
500007,1.9099,736
500008,2.4626,"7,844"
500011,1.7063,"1,416"
500014,1.8817,"5,886"
500015,1.7464,"1,349"
500016,1.9196,"3,816"
500019,1.4603,"1,241"
500021,1.6657,"1,342"
500024,2.1428,"5,315"
500025,3.3243,"2,438"
500026,1.6701,"1,955"
500027,2.1422,"3,743"
500030,1.8908,"4,446"
500031,1.6042,"1,183"
500033,1.5806,935
500036,1.7102,"3,383"
500037,1.2919,104
500039,2.1291,"4,371"
500041,1.6414,"1,746"
500044,2.2467,"3,137"
500050,2.1613,"4,319"
500051,1.9463,"2,878"
500052,1.5028,10
500053,1.6957,"1,701"
500054,2.5569,"6,765"
500058,1.9021,"6,168"
500060,1.4527,259
500064,2.5977,"3,261"
500072,1.6698,"1,986"
500077,1.8877,"1,945"
500079,1.6174,"5,695"
500084,1.7272,190
500088,1.9719,"3,508"
500108,2.5073,"4,129"
500119,1.6831,"1,365"
500124,1.7678,"3,317"
500129,2.11,"5,610"
500139,1.793,"1,058"
500141,1.7852,"1,578"
500148,1.4045,124
500150,1.6799,"2,048"
500151,1.6396,"2,083"
500152,1.8046,"1,358"
500154,1.2723,417
510001,2.3214,"8,651"
510002,1.4749,911
510006,1.7019,"4,201"
510007,1.9243,"5,305"
510008,1.615,"2,489"
510012,1.2087,404
510013,1.4794,969
510022,2.1246,"9,182"
510023,1.5875,"2,269"
510024,2.047,"2,631"
510029,1.4955,"2,120"
510030,1.5961,809
510031,1.4757,34
510038,1.4292,422
510046,1.627,"2,301"
510048,1.5574,"1,344"
510050,1.8136,"3,304"
510055,1.8851,"2,702"
510058,1.6683,"4,251"
510062,1.8296,"1,530"
510070,1.7657,"3,743"
510072,1.3338,164
510086,1.2134,203
510091,2.0366,210
520002,1.8803,695
520004,1.7189,"1,713"
520008,1.7416,"3,480"
520009,1.9762,"1,654"
520011,1.5764,575
520013,1.9561,"1,984"
520017,1.1827,314
520019,1.5885,691
520021,1.7204,"1,708"
520027,1.6111,"1,290"
520028,1.5609,815
520030,2.1898,"3,825"
520033,1.6375,569
520034,1.5028,553
520035,1.7405,912
520037,2.2244,"3,191"
520038,1.5448,406
520041,1.3643,538
520044,1.5185,407
520045,2.0253,"1,228"
520049,2.3268,"1,672"
520051,2.2133,"1,973"
520057,1.3855,780
520059,1.7237,765
520062,1.621,974
520063,1.4917,"1,245"
520066,1.8844,"1,756"
520070,1.9771,"4,611"
520071,1.5981,511
520075,2.1768,"1,856"
520076,1.5265,445
520078,1.6373,762
520083,2.0749,"6,648"
520087,2.1157,"3,798"
520088,1.8884,"1,460"
520089,1.7695,"2,956"
520091,1.4557,454
520095,1.6819,799
520096,1.6763,"2,568"
520097,1.7972,728
520098,2.419,"8,887"
520100,1.7095,"1,374"
520102,1.6641,679
520103,1.6544,"2,332"
520107,1.6187,597
520109,1.343,360
520113,1.4966,939
520116,1.4518,862
520136,1.6758,"2,536"
520138,2.2796,"8,951"
520139,1.6075,"1,820"
520160,2.1329,"1,711"
520177,2.3284,"8,270"
520189,1.7254,"1,600"
520193,2.0658,"1,955"
520194,2.2489,384
520196,2.8724,106
520198,1.9188,896
520202,1.8037,"1,170"
520205,2.2869,260
520206,1.8713,"1,259"
520207,1.8255,"1,878"
520208,1.5929,"1,010"
520210,1.967,792
520212,1.4907,409
520213,1.2285,30
530002,1.7992,706
530006,1.5449,"1,047"
530008,1.4865,826
530011,1.5838,469
530012,1.9515,"3,682"
530014,1.8067,"3,411"
530015,1.6288,657
530025,1.564,447
530032,1.4543,206
530034,2.7911,99
670004,1.5127,428
670005,2.3445,118
670006,2.6189,322
670008,2.2835,305
670023,1.8698,"2,727"
670025,3.764,"2,870"
670031,1.7297,719
670034,2.2526,"3,523"
670041,2.0229,"2,137"
670043,1.5692,"1,329"
670044,1.6308,"1,073"
670047,2.0628,"1,289"
670049,2.4264,680
670053,1.9261,856
670054,2.1457,109
670055,1.8647,"4,206"
670056,1.9834,"2,000"
670059,3.4072,212
670060,1.6411,"1,071"
670061,2.1133,166
670062,1.2675,149
670067,2.2833,663
670068,1.8277,"1,240"
670069,2.2107,332
670071,3.0006,335
670073,3.306,443
670075,1.8664,826
670076,2.0519,250
670077,1.9166,"2,993"
670078,1.326,285
670080,1.6963,"1,030"
670082,1.7234,"2,764"
670085,1.6473,"1,136"
670088,2.0062,"2,360"
670090,2.4347,188
670098,1.7189,"1,297"
670102,2.8693,106
670103,1.7878,898
670106,1.8447,677
670107,1.3188,67
670108,1.5973,883
670109,1.7502,52
670112,2.7189,822
670115,1.4155,44
670116,3.1506,119
670120,1.8567,958
670121,2.945,19
670122,1.9472,"3,970"
670124,1.3682,136
670125,0.9548,4
670128,1.533,263
670131,1.4533,99
670132,2.4556,87
670134,1.0776,45
670135,2.8412,6
670136,1.4767,147
670143,1.0378,41
670259,1.665,4
670260,1.9733,558
670265,2.6672,108
670266,3.9423,10
670267,0.6812,3
670280,3.2245,20
670285,1.1029,14
670300,1.5795,152
670309,1.6487,106
670310,1.071,2
